Dataset_name,Common_name,Group,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Pseudanthias_evansi,,Fishes (Actinopterygii),7.5,3.818,NA,5.232,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudanthias_fasciatus,,Fishes (Actinopterygii),9.95,5.555,NA,7.74,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudanthias_hutchii,,Fishes (Actinopterygii),8.65,3.98,NA,5.39,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudanthias_lori,,Fishes (Actinopterygii),2.383333333,2.993333333,NA,4.176666667,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudanthias_pleurotaenia,,Fishes (Actinopterygii),10.3875,4.73,NA,6.4475,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudanthias_squamipinnis,,Fishes (Actinopterygii),8.0675,4.6275,NA,6.4025,NA,Schmitz & Wainwright 2011,,,Pseudanthias_squamipinnis,
Pseudanthias_tuka,,Fishes (Actinopterygii),1.983333333,2.583333333,NA,4.05,NA,Schmitz & Wainwright 2011,,,NA,Pseudanthias_pascalus
Pseudocheilinops_ataenia,,Fishes (Actinopterygii),1.6,2.5,NA,3.42,NA,Schmitz & Wainwright 2011,,,NA,
Pseudocheilinus_evadinus,,Fishes (Actinopterygii),3.03125,3.29,NA,4.2675,NA,Schmitz & Wainwright 2011,,,Pseudocheilinus_evanidus,
Pseudodax_moluccanus,,Fishes (Actinopterygii),5.68,3.665,NA,5.015,NA,Schmitz & Wainwright 2011,,,Pseudodax_moluccanus,
Pseudogramma_gregoryi,,Fishes (Actinopterygii),0.45,2.01,NA,2.7,NA,Schmitz & Wainwright 2011,,,Pseudogramma_gregoryi,
Pseudojuloides_cerasinus,,Fishes (Actinopterygii),4.9,3.28,NA,4.71,NA,Schmitz & Wainwright 2011,,,Pseudojuloides_cerasinus,
Pseudopeneus_maculatus,,Fishes (Actinopterygii),83,8.65,NA,13.09,NA,Schmitz & Wainwright 2011,,,Pseudupeneus_maculatus,
Pterapogon_kauderni,,Fishes (Actinopterygii),1.95,4.304,NA,6.11,NA,Schmitz & Wainwright 2011,,,Pterapogon_kauderni,
Ptereleotris_evides,,Fishes (Actinopterygii),3.483333333,3.43,NA,4.846666667,NA,Schmitz & Wainwright 2011,,,Ptereleotris_evides,
Ptereleotris_heteroptera,,Fishes (Actinopterygii),1.95,3.04,NA,4.24,NA,Schmitz & Wainwright 2011,,,NA,Ptereleotris_evides
Ptereleotris_microlepis,,Fishes (Actinopterygii),2.55,3.14,NA,4.99,NA,Schmitz & Wainwright 2011,,,Ptereleotris_microlepis,
Ptereleotris_zebra,,Fishes (Actinopterygii),3.7,3.915,NA,5.51,NA,Schmitz & Wainwright 2011,,,NA,Ptereleotris_evides
Pterois_volitans,,Fishes (Actinopterygii),3.625,3.435,NA,4.855,NA,Schmitz & Wainwright 2011,,,Pterois_volitans,
Rypticus_maculatus,,Fishes (Actinopterygii),14.375,4.415,NA,5.65,NA,Schmitz & Wainwright 2011,,,NA,Rypticus_saponaceus
Sargocentron_coruscum,,Fishes (Actinopterygii),22.48571429,7.554285714,NA,12.11857143,NA,Schmitz & Wainwright 2011,,,Sargocentron_coruscum,
Sargocentron_diadema,,Fishes (Actinopterygii),12.15,6.985,NA,11.31,NA,Schmitz & Wainwright 2011,,,Sargocentron_diadema,
Sargocentron_praslin,,Fishes (Actinopterygii),8.325,5.395,NA,8.65,NA,Schmitz & Wainwright 2011,,,Sargocentron_praslin,
Sargocentron_vexillarium,,Fishes (Actinopterygii),25.26086957,6.549565217,NA,10.52043478,NA,Schmitz & Wainwright 2011,,,Sargocentron_vexillarium,
Scarus_iseri,,Fishes (Actinopterygii),56.8375,5.48875,NA,7.315,NA,Schmitz & Wainwright 2011,,,Scarus_iseri,
Scarus_psittacus,,Fishes (Actinopterygii),14.95,5.435,NA,6.9,NA,Schmitz & Wainwright 2011,,,Scarus_psittacus,
Scarus_taeniopterus,,Fishes (Actinopterygii),32.04166667,5.195,NA,7.205,NA,Schmitz & Wainwright 2011,,,Scarus_taeniopterus,
Scorpaena_plumieri,,Fishes (Actinopterygii),56.1,6.43,NA,10.39,NA,Schmitz & Wainwright 2011,,,NA,Scorpaena_agassizii
Serranocirrhites_latus,,Fishes (Actinopterygii),3.083333333,3.406666667,NA,4.99,NA,Schmitz & Wainwright 2011,,,NA,
Serranus_annularis,,Fishes (Actinopterygii),1.475,3,NA,4.225,NA,Schmitz & Wainwright 2011,,,NA,Serranus_notospilus
Serranus_baldwini,,Fishes (Actinopterygii),2.6125,2.965,NA,4.14,NA,Schmitz & Wainwright 2011,,,Serranus_baldwini,
Serranus_chionaraia,,Fishes (Actinopterygii),2.066666667,3.606666667,NA,4.79,NA,Schmitz & Wainwright 2011,,,NA,Serranus_notospilus
Serranus_phoebe,,Fishes (Actinopterygii),3.2,4.03,NA,5.765,NA,Schmitz & Wainwright 2011,,,Serranus_phoebe,
Serranus_tabacarius,,Fishes (Actinopterygii),3.7875,4.385,NA,6.2275,NA,Schmitz & Wainwright 2011,,,NA,Serranus_notospilus
Serranus_tigrinus,,Fishes (Actinopterygii),7.5,4.26,NA,5.82,NA,Schmitz & Wainwright 2011,,,Serranus_tigrinus,
Serranus_tortugarum,,Fishes (Actinopterygii),2.0875,3.5575,NA,4.9425,NA,Schmitz & Wainwright 2011,,,NA,Serranus_notospilus
Siganus_doliatus,,Fishes (Actinopterygii),39.25,6.98,NA,10.08,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_magnificus,,Fishes (Actinopterygii),25.1,6.03,NA,9.245,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_margaritiferus,,Fishes (Actinopterygii),20.55714286,6.165714286,NA,9.228571429,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_puellus,,Fishes (Actinopterygii),17.85,6.745,NA,10.115,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_punctatus,,Fishes (Actinopterygii),16.7,5.24,NA,7.86,NA,Schmitz & Wainwright 2011,,,Siganus_punctatus,
Siganus_spinus,,Fishes (Actinopterygii),16.95,6.11,NA,8.81,NA,Schmitz & Wainwright 2011,,,Siganus_spinus,
Siganus_tetrazonus,,Fishes (Actinopterygii),13.6,5.71,NA,8.81,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_unimaculatus,,Fishes (Actinopterygii),18.975,5.71,NA,8.77,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Siganus_uspi,,Fishes (Actinopterygii),8.75,4.92,NA,7.38,NA,Schmitz & Wainwright 2011,,,NA,Siganus_luridus
Sparisoma_aurofrenatum,,Fishes (Actinopterygii),15,4.17,NA,6.17,NA,Schmitz & Wainwright 2011,,,Sparisoma_aurofrenatum,
Sparisoma_chrysopterum,,Fishes (Actinopterygii),38.53333333,5.53,NA,8.05,NA,Schmitz & Wainwright 2011,,,Sparisoma_chrysopterum,
Sparisoma_viride,,Fishes (Actinopterygii),15.1,4.57,NA,6.62,NA,Schmitz & Wainwright 2011,,,Sparisoma_viride,
Sphaeramia_nematoptera,,Fishes (Actinopterygii),2.083333333,3.873333333,NA,5.893333333,NA,Schmitz & Wainwright 2011,,,Sphaeramia_nematoptera,
Sphoeroides_sp.,,Fishes (Actinopterygii),17.95,5.95,NA,7.54,NA,Schmitz & Wainwright 2011,,,NA,Sphoeroides_parvus
Stegastes_diencaeus,,Fishes (Actinopterygii),6.8,3.176666667,NA,5.58,NA,Schmitz & Wainwright 2011,,,Stegastes_diencaeus,
Stegastes_fuscus,,Fishes (Actinopterygii),20.41818182,4.527272727,NA,7.109090909,NA,Schmitz & Wainwright 2011,,,Stegastes_fuscus,
Stegastes_leucostictus,,Fishes (Actinopterygii),10.17,3.544,NA,5.34,NA,Schmitz & Wainwright 2011,,,Stegastes_leucostictus,
Stegastes_partitus,,Fishes (Actinopterygii),6.3,4.1,NA,5.824,NA,Schmitz & Wainwright 2011,,,Stegastes_partitus,
Stegastes_planifrons,,Fishes (Actinopterygii),26.66666667,5.263333333,NA,8.04,NA,Schmitz & Wainwright 2011,,,Stegastes_planifrons,
Stegastes_variabilis,,Fishes (Actinopterygii),2.6,3.17,NA,4.6,NA,Schmitz & Wainwright 2011,,,Stegastes_variabilis,
Stigmatogobius_pleurostigma,,Fishes (Actinopterygii),3.725,3.395,NA,4.17,NA,Schmitz & Wainwright 2011,,,NA,
Syngnathoides_biaculeatus,,Fishes (Actinopterygii),7.9,3.24,NA,4.55,NA,Schmitz & Wainwright 2011,,,Syngnathoides_biaculeatus,
Thalassoma_bifasciatum,,Fishes (Actinopterygii),7,3.2,NA,5.03,NA,Schmitz & Wainwright 2011,,,Thalassoma_bifasciatum,
Thalassoma_trilobatum,,Fishes (Actinopterygii),19.8,5.003333333,NA,6.586666667,NA,Schmitz & Wainwright 2011,,,Thalassoma_trilobatum,
Thallassoma_lunare,,Fishes (Actinopterygii),7.35,3.676666667,NA,4.656666667,NA,Schmitz & Wainwright 2011,,,Thalassoma_lunare,
Tylosurus_crocodilus,,Fishes (Actinopterygii),52,7.22,NA,10.87,NA,Schmitz & Wainwright 2011,,,Tylosurus_crocodilus,
Valenciennea_pullaris,,Fishes (Actinopterygii),5.5,3.26,NA,4.39,NA,Schmitz & Wainwright 2011,,,Valenciennea_puellaris,
Valenciennea_sp.,,Fishes (Actinopterygii),1.383333333,2.686666667,NA,3.526666667,NA,Schmitz & Wainwright 2011,,,NA,Valenciennea_strigata
Valenciennea_wardii,,Fishes (Actinopterygii),7.8,3.74,NA,5.15,NA,Schmitz & Wainwright 2011,,,NA,Valenciennea_strigata
Variola_louti,,Fishes (Actinopterygii),5.15,4.44,NA,5.87,NA,Schmitz & Wainwright 2011,,,Variola_louti,
Xyrichthys_splendens,,Fishes (Actinopterygii),8.85625,3.8175,NA,5.625,NA,Schmitz & Wainwright 2011,,,Xyrichtys_splendens,
Zoramia_leptacantha,,Fishes (Actinopterygii),1.1375,3.355,NA,5.125,NA,Schmitz & Wainwright 2011,,,Zoramia_leptacantha,
Abudefduf saxatilis,,Fishes (Actinopterygii),86.43333333,NA,NA,11.98333333,NA,Schmitz et al. 2013,,,Abudefduf_saxatilis,
Acanthemblemaria macrospilus,,Fishes (Actinopterygii),0.566666667,NA,NA,2.333333333,NA,Schmitz et al. 2013,,,Acanthemblemaria_macrospilus,
Acanthocepola abbreviata,,Fishes (Actinopterygii),7.4,NA,NA,6.15,NA,Schmitz et al. 2013,,,NA,Acanthocepola_indica
Acanthochaenus luetkenii,,Fishes (Actinopterygii),21.3,NA,NA,7.9,NA,Schmitz et al. 2013,,,Acanthochaenus_luetkenii,
Acanthostracion quadricornis,,Fishes (Actinopterygii),40.56666667,NA,NA,7.566666667,NA,Schmitz et al. 2013,,,Acanthostracion_quadricornis,
Acropoma sp.,,Fishes (Actinopterygii),9.8,NA,NA,9.05,NA,Schmitz et al. 2013,,,NA,
Aethiomastacembelus paucispinis,,Fishes (Actinopterygii),10.65,NA,NA,2.9,NA,Schmitz et al. 2013,,,NA,Mastacembelus_armatus
Agonostomus monticola,,Fishes (Actinopterygii),7.9,NA,NA,6.633333333,NA,Schmitz et al. 2013,,,Agonostomus_monticola,
Ambassis gymnocephalus,,Fishes (Actinopterygii),1.6,NA,NA,4.233333333,NA,Schmitz et al. 2013,,,NA,Ambassis_urotaenia
Ambloplites rupestris,,Fishes (Actinopterygii),86.2,NA,NA,13.5,NA,Schmitz et al. 2013,,,Ambloplites_rupestris,
Ammodytes hexapterus,,Fishes (Actinopterygii),1.5,NA,NA,3.316666667,NA,Schmitz et al. 2013,,,Ammodytes_hexapterus,
Anabas testudineus,,Fishes (Actinopterygii),12.7,NA,NA,6.15,NA,Schmitz et al. 2013,,,Anabas_testudineus,
Anableps dowei,,Fishes (Actinopterygii),24.76666667,NA,NA,6.533333333,NA,Schmitz et al. 2013,,,NA,
Anomalops katoptron,,Fishes (Actinopterygii),116.05,NA,NA,19.1,NA,Schmitz et al. 2013,,,Anomalops_katoptron,
Anoplogaster cornuta,,Fishes (Actinopterygii),35.96666667,NA,NA,6.15,NA,Schmitz et al. 2013,,,Anoplogaster_cornuta,
Anoplopoma fimbria,,Fishes (Actinopterygii),85,NA,NA,8.5,NA,Schmitz et al. 2013,,,Anoplopoma_fimbria,
Antennarius hispidus,,Fishes (Actinopterygii),39,NA,NA,4.35,NA,Schmitz et al. 2013,,,NA,Antennarius_striatus
Antigonia capros,,Fishes (Actinopterygii),32.13333333,NA,NA,12,NA,Schmitz et al. 2013,,,Antigonia_capros,
Aphredoderus sayanus,,Fishes (Actinopterygii),8.733333333,NA,NA,4.933333333,NA,Schmitz et al. 2013,,,Aphredoderus_sayanus,
Aplocheilichthys spilauchen,,Fishes (Actinopterygii),5.333333333,NA,NA,5.333333333,NA,Schmitz et al. 2013,,,NA,
Aplocheilus lineatus,,Fishes (Actinopterygii),1.95,NA,NA,3.725,NA,Schmitz et al. 2013,,,NA,Aplocheilus_panchax
Apogon retrosella,,Fishes (Actinopterygii),8.333333333,NA,NA,8.133333333,NA,Schmitz et al. 2013,,,NA,Apogon_erythrinus
Ariomma melanum,,Fishes (Actinopterygii),34.9,NA,NA,11.26666667,NA,Schmitz et al. 2013,,,Ariomma_melanum,
Arripis georgianus,,Fishes (Actinopterygii),38.73333333,NA,NA,9.433333333,NA,Schmitz et al. 2013,,,Arripis_georgianus,
Atherinella pachylepis,,Fishes (Actinopterygii),7.3,NA,NA,5.9,NA,Schmitz et al. 2013,,,NA,Atherinella_brasiliensis
Atherinomorus insularum,,Fishes (Actinopterygii),3.25,NA,NA,6.3,NA,Schmitz et al. 2013,,,NA,Atherinomorus_stipes
Barathronus bicolor,,Fishes (Actinopterygii),8,NA,NA,3.45,NA,Schmitz et al. 2013,,,NA,Barathronus_maculatus
Bathyclupea sp.,,Fishes (Actinopterygii),75.16666667,NA,NA,24.46666667,NA,Schmitz et al. 2013,,,NA,Bathyclupea_argentea
Belontia signata,,Fishes (Actinopterygii),4.9,NA,NA,5,NA,Schmitz et al. 2013,,,Belontia_signata,
Bembras japonica,,Fishes (Actinopterygii),24.55,NA,NA,10.7,NA,Schmitz et al. 2013,,,Bembras_japonica,
Bembrops filiferus,,Fishes (Actinopterygii),32.2,NA,NA,13.5,NA,Schmitz et al. 2013,,,NA,Bembrops_gobioides
Bidenichthys sp.,,Fishes (Actinopterygii),8.966666667,NA,NA,2.8,NA,Schmitz et al. 2013,,,NA,Bidenichthys_capensis
Bovichtus variegatus,,Fishes (Actinopterygii),13.95,NA,NA,10.1,NA,Schmitz et al. 2013,,,Bovichtus_variegatus,
Brama japonica,,Fishes (Actinopterygii),338.8,NA,NA,15.9,NA,Schmitz et al. 2013,,,Brama_japonica,
Bregmaceros mcclellandi,,Fishes (Actinopterygii),1.333333333,NA,NA,3.1,NA,Schmitz et al. 2013,,,NA,
Bufoceratias wedli,,Fishes (Actinopterygii),158.9,NA,NA,3.5,NA,Schmitz et al. 2013,,,NA,Bufoceratias_thele
Caesio sp.,,Fishes (Actinopterygii),17.2,NA,NA,7.666666667,NA,Schmitz et al. 2013,,,NA,Caesio_xanthonota
Calamus brachysomus,,Fishes (Actinopterygii),23.73333333,NA,NA,8.383333333,NA,Schmitz et al. 2013,,,NA,Calamus_penna
Callanthias platei,,Fishes (Actinopterygii),78.65,NA,NA,10.45,NA,Schmitz et al. 2013,,,NA,Callanthias_australis
Callionymus curvicornis,,Fishes (Actinopterygii),12.26666667,NA,NA,6.516666667,NA,Schmitz et al. 2013,,,NA,Callionymus_lyra
Canthigaster punctatissima,,Fishes (Actinopterygii),10.9,NA,NA,4.666666667,NA,Schmitz et al. 2013,,,Canthigaster_punctatissima,
Caulolatilus princeps,,Fishes (Actinopterygii),143.1,NA,NA,14,NA,Schmitz et al. 2013,,,Caulolatilus_princeps,
Centroberyx lineatus,,Fishes (Actinopterygii),112.75,NA,NA,19.3,NA,Schmitz et al. 2013,,,NA,Centroberyx_druzhinini
Centrodraco acanthopoma,,Fishes (Actinopterygii),10.93333333,NA,NA,6.533333333,NA,Schmitz et al. 2013,,,NA,
Centrogenys vaigiensis,,Fishes (Actinopterygii),54.9,NA,NA,12.7,NA,Schmitz et al. 2013,,,Centrogenys_vaigiensis,
Centropomus robalito,,Fishes (Actinopterygii),65.03333333,NA,NA,10.3,NA,Schmitz et al. 2013,,,NA,Centropomus_ensiferus
Centropyge flavissimus,,Fishes (Actinopterygii),37.46666667,NA,NA,7.366666667,NA,Schmitz et al. 2013,,,Centropyge_flavissima,
Chaetodon ornatissimus,,Fishes (Actinopterygii),74.1,NA,NA,9.75,NA,Schmitz et al. 2013,,,Chaetodon_ornatissimus,
Champsodon atridorsalis,,Fishes (Actinopterygii),13.9,NA,NA,6.333333333,NA,Schmitz et al. 2013,,,NA,Champsodon_snyderi
Channa punctata,,Fishes (Actinopterygii),10.83333333,NA,NA,5.233333333,NA,Schmitz et al. 2013,,,Channa_punctata,
Chaunax sp.,,Fishes (Actinopterygii),6.066666667,NA,NA,4.533333333,NA,Schmitz et al. 2013,,,NA,Chaunax_stigmaeus
Cheilodactylus variegatus,,Fishes (Actinopterygii),303.25,NA,NA,14.25,NA,Schmitz et al. 2013,,,Cheilodactylus_variegatus,
Chiasmodon microcephalus,,Fishes (Actinopterygii),36.4,NA,NA,10.8,NA,Schmitz et al. 2013,,,NA,Chiasmodon_niger
Chilara taylori,,Fishes (Actinopterygii),1.6,NA,NA,3.2,NA,Schmitz et al. 2013,,,Chilara_taylori,
Chilomycterus schoepfi,,Fishes (Actinopterygii),246.5,NA,NA,14.35,NA,Schmitz et al. 2013,,,Chilomycterus_schoepfii,
Chironemus marmoratus,,Fishes (Actinopterygii),8.466666667,NA,NA,5.666666667,NA,Schmitz et al. 2013,,,NA,Chironemus_georgianus
Ciliata mustela,,Fishes (Actinopterygii),12.53333333,NA,NA,3.3,NA,Schmitz et al. 2013,,,NA,
Citharichthys sordidus,,Fishes (Actinopterygii),38.1,NA,NA,9.166666667,NA,Schmitz et al. 2013,,,Citharichthys_sordidus,
Citharichthys stigmaeus,,Fishes (Actinopterygii),12.13333333,NA,NA,6.1,NA,Schmitz et al. 2013,,,NA,Citharichthys_arctifrons
Coelorinchus braueri,,Fishes (Actinopterygii),43.93333333,NA,NA,18.16666667,NA,Schmitz et al. 2013,,,NA,Coelorinchus_caelorhincus
Cololabis saira,,Fishes (Actinopterygii),1.6,NA,NA,3.875,NA,Schmitz et al. 2013,,,Cololabis_saira,
Congiopodus peruvianus,,Fishes (Actinopterygii),37.43333333,NA,NA,7.383333333,NA,Schmitz et al. 2013,,,NA,
Congrogadus subducens,,Fishes (Actinopterygii),11.6,NA,NA,4.9,NA,Schmitz et al. 2013,,,Congrogadus_subducens,
Coryphaena hippurus,,Fishes (Actinopterygii),201.4,NA,NA,13.35,NA,Schmitz et al. 2013,,,Coryphaena_hippurus,
Crenichthys nevadae,,Fishes (Actinopterygii),1.3,NA,NA,3.133333333,NA,Schmitz et al. 2013,,,NA,
Cryodraco antarcticus,,Fishes (Actinopterygii),11.9,NA,NA,11.8,NA,Schmitz et al. 2013,,,Cryodraco_antarcticus,
Cryptacanthodes maculatus,,Fishes (Actinopterygii),4.5,NA,NA,2.1,NA,Schmitz et al. 2013,,,Cryptacanthodes_maculatus,
Cubiceps pauciradiatus,,Fishes (Actinopterygii),22.63333333,NA,NA,11.73333333,NA,Schmitz et al. 2013,,,Cubiceps_pauciradiatus,
Cyprinodon macularius,,Fishes (Actinopterygii),1.3,NA,NA,3.016666667,NA,Schmitz et al. 2013,,,Cyprinodon_macularius,
Dactylagnus mundus,,Fishes (Actinopterygii),11.66666667,NA,NA,3.783333333,NA,Schmitz et al. 2013,,,NA,
Dactyloptena gilberti,,Fishes (Actinopterygii),40.73333333,NA,NA,11.36666667,NA,Schmitz et al. 2013,,,Dactyloptena_gilberti,
Ditropichthys storeri,,Fishes (Actinopterygii),12.8,NA,NA,1.6,NA,Schmitz et al. 2013,,,NA,
Dolloidraco longedorsalis,,Fishes (Actinopterygii),5.4,NA,NA,10.05,NA,Schmitz et al. 2013,,,Dolloidraco_longedorsalis,
Elassoma zonatum,,Fishes (Actinopterygii),0.633333333,NA,NA,2,NA,Schmitz et al. 2013,,,Elassoma_zonatum,
Eleotris fusca,,Fishes (Actinopterygii),29.3,NA,NA,5.883333333,NA,Schmitz et al. 2013,,,NA,Eleotris_acanthopoma
Emmelichthys nitidus,,Fishes (Actinopterygii),36.8,NA,NA,10.55,NA,Schmitz et al. 2013,,,NA,
Enoplosus armatus,,Fishes (Actinopterygii),28.3,NA,NA,10.05,NA,Schmitz et al. 2013,,,Enoplosus_armatus,
Ephippus orbis,,Fishes (Actinopterygii),15.55,NA,NA,8.1,NA,Schmitz et al. 2013,,,NA,
Epigonus pandionus,,Fishes (Actinopterygii),16.3,NA,NA,13.83333333,NA,Schmitz et al. 2013,,,Epigonus_pandionis,
Epinephelus labriformis,,Fishes (Actinopterygii),143.8,NA,NA,13.55,NA,Schmitz et al. 2013,,,Epinephelus_labriformis,
Erisphex aniarus,,Fishes (Actinopterygii),7,NA,NA,4.5,NA,Schmitz et al. 2013,,,NA,
Eucinostomus dowii,,Fishes (Actinopterygii),22.46666667,NA,NA,10.81666667,NA,Schmitz et al. 2013,,,NA,Eucinostomus_gula
Euclichthys polynemus,,Fishes (Actinopterygii),43.06666667,NA,NA,12.93333333,NA,Schmitz et al. 2013,,,NA,
Euleptorhamphus velox,,Fishes (Actinopterygii),3.2,NA,NA,5.2,NA,Schmitz et al. 2013,,,NA,
Exocoetus volitans,,Fishes (Actinopterygii),40.4,NA,NA,10.3,NA,Schmitz et al. 2013,,,NA,Exocoetus_monocirrhus
Forbesichthys agassizii,,Fishes (Actinopterygii),5,NA,NA,1.6,NA,Schmitz et al. 2013,,,Forbesichthys_agassizii,
Fundulus parvipinnis,,Fishes (Actinopterygii),2.966666667,NA,NA,3.866666667,NA,Schmitz et al. 2013,,,Fundulus_parvipinnis,
Gambusia affinis,,Fishes (Actinopterygii),2.466666667,NA,NA,3,NA,Schmitz et al. 2013,,,Gambusia_affinis,
Gasterosteus aculeatus,,Fishes (Actinopterygii),3.866666667,NA,NA,5.133333333,NA,Schmitz et al. 2013,,,Gasterosteus_aculeatus,
Gazza minuta,,Fishes (Actinopterygii),16.73333333,NA,NA,8.766666667,NA,Schmitz et al. 2013,,,Gazza_minuta,
Gibberichthys pumilus,,Fishes (Actinopterygii),15.1,NA,NA,6.466666667,NA,Schmitz et al. 2013,,,NA,
Gibbonsia elegans,,Fishes (Actinopterygii),9.25,NA,NA,4.9,NA,Schmitz et al. 2013,,,NA,Gibbonsia_metzi
Gillichthys mirabilis,,Fishes (Actinopterygii),23.23333333,NA,NA,4.7,NA,Schmitz et al. 2013,,,Gillichthys_mirabilis,
Gnathanacanthus goetzeei,,Fishes (Actinopterygii),74,NA,NA,11.1,NA,Schmitz et al. 2013,,,NA,
Gobiesox strumosus,,Fishes (Actinopterygii),1.966666667,NA,NA,2.383333333,NA,Schmitz et al. 2013,,,NA,Gobiesox_maeandricus
Gobionotothen gibberifrons,,Fishes (Actinopterygii),11.2,NA,NA,9.15,NA,Schmitz et al. 2013,,,Gobionotothen_gibberifrons,
Grammicolepis brachiusculus,,Fishes (Actinopterygii),21.03333333,NA,NA,12.68333333,NA,Schmitz et al. 2013,,,Grammicolepis_brachiusculus,
Grammoplites scaber,,Fishes (Actinopterygii),6.7,NA,NA,6.35,NA,Schmitz et al. 2013,,,NA,
Gymnocranius griseus,,Fishes (Actinopterygii),59.6,NA,NA,14.85,NA,Schmitz et al. 2013,,,NA,Gymnocranius_grandoculis
Haemulon sciurus,,Fishes (Actinopterygii),110.6666667,NA,NA,14.53333333,NA,Schmitz et al. 2013,,,Haemulon_sciurus,
Halichoeres pictus,,Fishes (Actinopterygii),14.23333333,NA,NA,4.683333333,NA,Schmitz et al. 2013,,,Halichoeres_pictus,
Halieutichthys aculeatus,,Fishes (Actinopterygii),5.2,NA,NA,6.016666667,NA,Schmitz et al. 2013,,,Halieutichthys_aculeatus,
Harpagifer bispinis,,Fishes (Actinopterygii),8.433333333,NA,NA,5.816666667,NA,Schmitz et al. 2013,,,NA,Harpagifer_antarcticus
Helostoma temminkii,,Fishes (Actinopterygii),22.83333333,NA,NA,8.05,NA,Schmitz et al. 2013,,,Helostoma_temminkii,
Hemilepidotus hemilepidotus,,Fishes (Actinopterygii),15.33333333,NA,NA,7.433333333,NA,Schmitz et al. 2013,,,NA,Hemilepidotus_zapus
Hemitripterus bolini,,Fishes (Actinopterygii),99.53333333,NA,NA,9.666666667,NA,Schmitz et al. 2013,,,NA,
Heteropriacanthus cruentatus,,Fishes (Actinopterygii),106.1,NA,NA,21.1,NA,Schmitz et al. 2013,,,Heteropriacanthus_cruentatus,
Hirundichthys rondeletii,,Fishes (Actinopterygii),10.2,NA,NA,6.1,NA,Schmitz et al. 2013,,,NA,Hirundichthys_marginatus
Histiopterus typus,,Fishes (Actinopterygii),65.6,NA,NA,15,NA,Schmitz et al. 2013,,,Histiopterus_typus,
Hoplichthys citrinus,,Fishes (Actinopterygii),32.33333333,NA,NA,11.83333333,NA,Schmitz et al. 2013,,,NA,Hoplichthys_gilberti
Hyperoglyphe japonica,,Fishes (Actinopterygii),110.1,NA,NA,13.7,NA,Schmitz et al. 2013,,,Hyperoglyphe_japonica,
Hypoptychus dybowskii,,Fishes (Actinopterygii),0.65,NA,NA,4.2,NA,Schmitz et al. 2013,,,Hypoptychus_dybowskii,
Hypsoblennius gentilis,,Fishes (Actinopterygii),10.8,NA,NA,4.966666667,NA,Schmitz et al. 2013,,,NA,Hypsoblennius_hentz
Icosteus aenigmaticus,,Fishes (Actinopterygii),222.9,NA,NA,9.7,NA,Schmitz et al. 2013,,,Icosteus_aenigmaticus,
Inermia vittata,,Fishes (Actinopterygii),7.95,NA,NA,6.4,NA,Schmitz et al. 2013,,,Haemulon_vittatum,
Kathetostoma albigutta,,Fishes (Actinopterygii),14.65,NA,NA,4.775,NA,Schmitz et al. 2013,,,Kathetostoma_albigutta,
Katsuwonus pelamis,,Fishes (Actinopterygii),469.6,NA,NA,15,NA,Schmitz et al. 2013,,,Katsuwonus_pelamis,
Kuhlia rupestris,,Fishes (Actinopterygii),143.1,NA,NA,14.8,NA,Schmitz et al. 2013,,,Kuhlia_rupestris,
Kyphosus sp.,,Fishes (Actinopterygii),63.73333333,NA,NA,10.53333333,NA,Schmitz et al. 2013,,,NA,Kyphosus_sectatrix
Labrisomus sp.,,Fishes (Actinopterygii),28.5,NA,NA,6.2,NA,Schmitz et al. 2013,,,NA,Labrisomus_bucciferus
Lactarius lactarius,,Fishes (Actinopterygii),16.5,NA,NA,8.7,NA,Schmitz et al. 2013,,,Lactarius_lactarius,
Lates niloticus,,Fishes (Actinopterygii),84.36666667,NA,NA,11.73333333,NA,Schmitz et al. 2013,,,NA,Lates_calcarifer
Latridopsis ciliaris,,Fishes (Actinopterygii),33.6,NA,NA,8.25,NA,Schmitz et al. 2013,,,NA,Latridopsis_forsteri
Leptobrama muelleri,,Fishes (Actinopterygii),193.9,NA,NA,12,NA,Schmitz et al. 2013,,,Leptobrama_muelleri,
Liparis pulchellus,,Fishes (Actinopterygii),10.61666667,NA,NA,3.85,NA,Schmitz et al. 2013,,,Liparis_pulchellus,
